,observed_sp500_returns,forecast_randomwalk,forecast_engle_granger,lower_bound_engle_granger,upper_bound_engle_granger,forecast_rf,lower_bound_rf,upper_bound_rf,forecast_svr,lower_bound_svr,upper_bound_svr,forecast_ann,lower_bound_ann,upper_bound_ann,forecast_ensemble_learning_simple_mean,lower_bound_ensemble_learning_simple_mean,upper_bound_ensemble_learning_simple_mean,forecast_ensemble_learning_weighted_r2,lower_bound_ensemble_learning_weighted_r2,upper_bound_ensemble_learning_weighted_r2,forecast_ensemble_learning_weighted_rmse,lower_bound_ensemble_learning_weighted_rmse,upper_bound_ensemble_learning_weighted_rmse,forecast_ensemble_learning_weighted_test_rmse,lower_bound_ensemble_learning_weighted_test_rmse,upper_bound_ensemble_learning_weighted_test_rmse,rmse_training_rf,rmse_training_svr,rmse_training_ann,rmse_validation_rf,rmse_validation_svr,rmse_validation_ann,forecast_bic_monthly_best,lower_bound_bic_monthly_best,upper_bound_bic_monthly_best,forecast_aic_monthly_best,lower_bound_aic_monthly_best,upper_bound_aic_monthly_best,forecast_bic_monthly_weighted_average,lower_bound_bic_weighted_average,upper_bound_bic_weighted_average,forecast_aic_monthly_weighted_average,lower_bound_aic_monthly_weighted_average,upper_bound_aic_monthly_weighted_average,forecast_bic_monthly_weighted_average_converted,lower_bound_bic_weighted_average_converted,upper_bound_bic_weighted_average_converted,adf_output,rsquared_step2,coefficients_of_eps_t_1__step2
2001-12-31,1.340909298732118,6.515486087268949,0.9827134858907058,-6.689025573946374,8.654452545727786,0.21468133319293414,-7.326065121947271,7.755427788333139,1.1746896463311516,-6.630615672176743,8.979994964839047,1.8963313102722168,-5.754011155501701,9.546673776046134,1.0671039439217522,-6.5999293808930215,8.734137268736527,1.1593049800611577,-6.510201478410414,8.82881143853273,1.0634137871371765,-6.602483640360449,8.729311214634802,1.0628735112458665,-6.603023916251759,8.728770938743493,3.22925178287951,3.3414691054363757,3.2775898089185787,3.4058715363851286,3.4032642398927586,3.4152188159818406,0.21468133319293414,-7.326065121947271,7.755427788333139,0.21468133319293414,-7.326065121947271,7.755427788333139,0.7252798727406498,-6.8487431641689795,8.29930290965028,0.6592727953970197,-6.91044844717428,8.22899403796832,1137.9031259583319,1051.718081060533,1224.0881708561308,0.0508842160473571,0.08252820939435324,-0.9466326732053197
2002-01-31,-0.413104379813678,3.0416211863894587,-0.897205426766414,-8.563156169077015,6.768745315544186,-0.47297263334529976,-8.011314029387659,7.065368762697059,0.8501503018688729,-6.94875733402634,8.649057937764086,-0.08933305740356445,-7.7343185874793985,7.55565247267227,-0.15234020391160133,-7.8143865299926025,7.5097061221694,-0.22296486677672073,-7.887467013105424,7.441537279551983,-0.15812955785216712,-7.819071841854352,7.502812726150018,-0.14601641993838932,-7.806958703940574,7.5149258640637955,3.228230873936418,3.3388149762956556,3.2753241178053587,3.409244781432153,3.4026923476125512,3.4158111158580735,-0.47297263334529976,-8.011314029387659,7.065368762697059,-0.47297263334529976,-8.011314029387659,7.065368762697059,-0.3553033432757842,-7.926354450017289,7.215747763465721,-0.37030986182829967,-7.937189456358214,7.196569732701614,1140.8692437052018,1054.4934502031856,1227.245037207218,0.06846719741440686,0.08261247026129692,-0.9464265016464055
2002-02-28,-3.5293370675208102,1.2864820120050122,-0.12073614149392066,-7.780966456646311,7.53949417365847,-0.8380515251109175,-8.373532258495729,6.697429208273895,0.5928301788255248,-7.200663464069434,8.386323821720485,0.2341347634792328,-7.405185306001436,7.873454832959902,-0.03295568107502014,-7.690086871303228,7.624175509153188,0.0052218695936385034,-7.654104581458814,7.664548320646091,-0.038791401289968025,-7.6948378302166764,7.61725502763674,-0.032207612362542805,-7.688254041289251,7.623838816564166,3.227015484715179,3.3365318268760333,3.2728994113757,3.4051765985445526,3.4015526735473456,3.4134756678195535,-0.8380515251109175,-8.373532258495729,6.697429208273895,-0.8380515251109175,-8.373532258495729,6.697429208273895,-0.5050914925954492,-8.072818813248528,7.06263582805763,-0.546524337490277,-8.110238960767697,7.0171902857871435,1134.4654162071452,1048.6121669614763,1220.318665452814,0.049449674483024245,0.08275673694391139,-0.9449207738549257
2002-03-31,4.713309049691006,-1.8291435151606175,-0.5042616474052815,-8.164686481424564,7.156163186614002,-1.310476333877355,-8.848599376407376,6.2276467086526655,0.6359421048440538,-7.159510779030727,8.431394988718834,-0.07940775901079178,-7.720651084565452,7.561835566543868,-0.3145509088623436,-7.9733619303570284,7.344260112632342,-0.28633720921735173,-7.947139781503574,7.374465363068871,-0.3225831272613542,-7.980314179985412,7.335147925462704,-0.306561675393634,-7.964292728117692,7.351169377330424,3.2281554951389313,3.337442747405476,3.27362997871362,3.3983305710530547,3.4049970321931187,3.4142117161794197,-1.310476333877355,-8.848599376407376,6.2276467086526655,-1.310476333877355,-8.848599376407376,6.2276467086526655,-0.9263477817095706,-8.496647297448389,6.643951734029248,-0.9736091527828206,-8.539949826536143,6.592731520970502,1090.521047743178,1007.9653381468464,1173.0767573395099,0.037088211135533344,0.0833533519271562,-0.9816583181564277
2002-04-30,-3.695493158305485,6.414014190770901,-0.3310026003415398,-7.999633331983065,7.337628131299986,0.5526153925133527,-7.219327118849825,8.32455790387653,0.8794600443208723,-6.9196543505547545,8.678574439196499,0.4904990494251251,-7.156372296340524,8.137370395190775,0.3978929714794526,-7.323746774432042,8.119532717390948,0.3046501540809869,-7.398926975103196,8.00822728326517,0.39517737991209145,-7.325909948622368,8.11626470844655,0.39862366120945975,-7.3224636673250005,8.11971098974392,3.3282898299441817,3.3387244130009184,3.276159783801862,3.4233423638166203,3.405518149818399,3.4176706323209216,0.4904990494251251,-7.156372296340524,8.137370395190775,0.4904990494251251,-7.156372296340524,8.137370395190775,0.2559714919608762,-7.397111862779851,7.909054846701603,0.15852541921224556,-7.49713902188373,7.814189860308221,1156.7471566013894,1068.2203325030919,1245.273980699687,0.053475299978393356,0.08193640039604133,-0.9340430496654073
2002-05-31,-2.9830888753241247,-1.994035349273408,-0.8890439492359652,-8.557666126088833,6.779578227616902,0.11018174094685022,-7.664520198794733,7.884883680688434,0.5360283279560374,-7.266304849694198,8.338361505606272,-0.5806071162223816,-8.230350539202405,7.069136306757642,-0.2058602491388648,-7.929710428445042,7.517989930167313,-0.35603148074109314,-8.061231069141751,7.349168107659565,-0.21052795845752967,-7.933813319108865,7.512757402193807,-0.20298791314815334,-7.92627327379949,7.520297447503182,3.329481630701758,3.3402105577172074,3.27743658688776,3.4157032826189333,3.4126102790721737,3.4194886241620637,-0.5806071162223816,-8.230350539202405,7.069136306757642,-0.5806071162223816,-8.230350539202405,7.069136306757642,-0.6715436996313451,-8.326853154915103,6.983765755652412,-0.7085112879553936,-8.366083449655967,6.9490608737451804,1104.4879205166274,1019.9359523048511,1189.0398887284036,0.029003216252729887,0.08273872868572518,-0.9681896530035478
2002-06-30,-6.234372661309351,-1.281484369776619,-0.7570203720811031,-8.422128868727873,6.908088124565667,0.11043389761482506,-7.663323189725675,7.884190984955325,0.508017210573149,-7.292496183462184,8.308530604608482,-0.5085116028785706,-8.155702324743274,7.138679118986133,-0.1617702166929249,-7.883412641664752,7.559872208278903,-0.29221196232422253,-7.995153049505058,7.410729124856614,-0.1660062344495121,-7.887068109169308,7.555055640270284,-0.16225429529544663,-7.8833161700152425,7.558807579424349,3.3290870376128368,3.3398399212410372,3.276304521139561,3.4109802498614625,3.413012479502573,3.418177240384501,-0.5085116028785706,-8.155702324743274,7.138679118986133,-0.5085116028785706,-8.155702324743274,7.138679118986133,-0.5828805234104643,-8.235433331986039,7.06967228516511,-0.6125222545808332,-8.26721226686542,7.042167757703752,1072.9775601250992,990.8673857123603,1155.087734537838,0.022969284301357272,0.08372542990315379,-0.9909534045415169
2002-07-31,-11.530219013361975,-4.5290408498253365,-0.8125392783889394,-8.487292042603087,6.862213485825209,-0.04642229610990736,-7.6027726707492524,7.5099280785294384,0.8174006180757121,-6.998650615765282,8.633451851916705,-0.45388129353523254,-8.11223005745688,7.204467470386414,-0.12386056248959179,-7.800236346643625,7.552515221664442,-0.23610161469062818,-7.915270257623312,7.443067028242056,-0.12819331087383923,-7.803461506701708,7.5470748849540295,-0.13026681494652648,-7.8055350107743955,7.545001380881342,3.23600671013604,3.3470194220447818,3.2809722831472357,3.4217901584380956,3.438740214813491,3.4425969630853377,-0.04642229610990736,-7.6027726707492524,7.5099280785294384,-0.04642229610990736,-7.6027726707492524,7.5099280785294384,-0.17545774476281567,-7.76410930309446,7.413193813568829,-0.1604440795957764,-7.745337297397605,7.424449138206053,1012.2423833156674,935.4268359200896,1089.0579307112453,0.013373211093607508,0.08541822355620654,-1.0415674423482195
2002-08-31,0.9867160787155882,-9.810688889782963,-1.8810988676059932,-9.608313591691587,5.8461158564796,-1.5768528257507866,-9.17102187550956,6.017316224007987,0.6352443636139641,-7.247861585101529,8.518350312329458,-1.6723706722259521,-9.386822352645751,6.042081008193847,-1.123769500492192,-8.853504851237108,6.605965850252724,-1.2540701146577307,-8.986453901495313,6.478313672179851,-1.134923435815418,-8.86329919180298,6.593452320172144,-1.128077771861744,-8.856453527849306,6.6002979841258185,3.2522153838123775,3.3761293123341796,3.30499430030763,3.5163158230485334,3.5450613547665744,3.540061753292558,-1.5768528257507866,-9.17102187550956,6.017316224007987,-1.5768528257507866,-9.17102187550956,6.017316224007987,-1.605627955459211,-9.236032624284642,6.024776713366219,-1.6021691457325473,-9.228218243863791,6.023879952398698,889.1975600778861,821.3481879386213,957.0469322171509,0.007100488225576157,0.08811362188112859,-1.1235939687841299
2002-09-30,-5.027008178568604,2.70501451083186,1.3613980270819859,-6.364196611753096,9.086992665917068,1.0162629521478428,-6.578381705676007,8.610907609971692,1.045416151210833,-6.833023693917612,8.92385599633928,1.4293116331100464,-6.28378680813248,9.142410074352572,1.213097190887677,-6.514847204869799,8.941041586645152,1.2569752064234876,-6.474550848103123,8.988501260950098,1.2131923436896361,-6.513434189567226,8.939818876946498,1.2140012340364845,-6.512625299220378,8.940627767293346,3.2524289853849964,3.3746949462035585,3.3044019808924663,3.5084690493402757,3.536533780143923,3.5321246361592022,1.0162629521478428,-6.578381705676007,8.610907609971692,1.0162629521478428,-6.578381705676007,8.610907609971692,1.141110088384154,-6.489338135260866,8.771558312029175,1.1260579628331249,-6.500073623809548,8.752189549475798,923.0228397856109,852.5920599033519,993.4536196678699,0.007400631577854134,0.0871794049825787,-1.1086095829227913
2002-10-31,-1.53041699542662,-3.3066577780941584,0.27174276206861187,-7.468662931278525,8.012148455415748,0.1405019912344609,-7.4707027952000775,7.751706777669,0.8421704400085683,-7.047301393416596,8.731642273433733,-0.0744178295135498,-7.801162506804466,7.652326847777366,0.29499934094952285,-7.446957406674916,8.036956088573962,0.26511333719014546,-7.479843199735707,8.010069874115997,0.29161537017670763,-7.449081318127124,8.032312058480539,0.2953699179333129,-7.445326770370519,8.036066606237144,3.259531324935927,3.378972981123062,3.3103788829186187,3.5325959945398653,3.558735438627117,3.565633641108889,0.1405019912344609,-7.4707027952000775,7.751706777669,0.1405019912344609,-7.4707027952000775,7.751706777669,0.07536675595785756,-7.570854428445796,7.721587940361512,0.0833438023880232,-7.558588959148491,7.725276563924536,868.4642867712646,802.0595864971801,934.8689870453491,0.005003326016475857,0.08584920559367415,-1.1380748186555711
2002-11-30,6.269904673916393,0.18916060696694137,0.13187338912614566,-7.604495711686402,7.868242489938693,0.5962857824396164,-7.009914058461352,8.202485623340586,0.1852547726801811,-7.699723034020067,8.070232579380429,-0.3171805441379547,-8.039384507266373,7.4050234189904645,0.1490583500269971,-7.588379327858548,7.886496027912542,0.09059373811460374,-7.649057002431146,7.830244478660353,0.15063088247528528,-7.585548516450683,7.886810281401254,0.1497303325613894,-7.58644906636458,7.885909731487358,3.2573986342031236,3.3764363299659594,3.308475320007268,3.535490049325524,3.56137651714598,3.57039853295328,0.5962857824396164,-7.009914058461352,8.202485623340586,0.5962857824396164,-7.009914058461352,8.202485623340586,0.3209453514236168,-7.320220885155459,7.962111588002692,0.355176004322846,-7.28164316797229,7.991995176617983,857.3773015669705,791.8636766795423,922.8909264543986,0.008104824651441743,0.085970408296834,-1.1429285186207219
2002-12-31,-1.1884436576053758,7.991565084324181,1.561760123483563,-6.187994277073965,9.31151452404109,1.4105742039630256,-6.20314911689361,9.024297524819662,1.3313266977664724,-6.566634210452202,9.229287605985148,2.1510446071624756,-5.586508401363796,9.888597615688747,1.6136764080938841,-6.136071501445893,9.363424317633662,1.660278035627591,-6.092676665258512,9.413232736513693,1.6142214707725304,-6.13422226071569,9.36266520226075,1.6119890839037856,-6.136454647584435,9.360432815392006,3.2606313133301006,3.382214649278197,3.315191851527414,3.555776397230729,3.5840307143724766,3.5914279546574304,1.4105742039630256,-6.20314911689361,9.024297524819662,1.4105742039630256,-6.20314911689361,9.024297524819662,1.6255666363613335,-6.024110107670876,9.275243380393544,1.5968959460898515,-6.047986166575255,9.241778058754958,924.8423955800416,854.0949419264048,995.5898492336785,0.023492199676881875,0.0850209308456844,-1.1398831173044728
2003-01-31,-0.37214112986045933,0.5323084108793132,0.40422175737444693,-7.343665459718727,8.152108974467621,0.6924057914346471,-6.919263967989428,8.304075550858721,0.3890715836732564,-7.50701967838579,8.285162845732303,-0.04378102719783783,-7.782195625868364,7.694633571472688,0.3604795263211281,-7.388036182990577,8.108995235632833,0.32030786245627957,-7.430933786422425,8.071549511334984,0.36176984597242245,-7.38544615430262,8.108985846247466,0.3616504147845994,-7.385565585490443,8.108866415059643,3.2597612542556997,3.3809441732066214,3.315562686725607,3.550325264769375,3.5799003209763867,3.5901871644002323,0.6924057914346471,-6.919263967989428,8.304075550858721,0.6924057914346471,-6.919263967989428,8.304075550858721,0.483022098604474,-7.164695986892438,8.130740184101386,0.5123381241023639,-7.130332798303559,8.155009046508287,903.533744415276,834.4340308350615,972.6334579954905,0.022670887700327567,0.08448519559295564,-1.1458501011771176
2003-02-28,-6.790191345952046,1.3474708078212034,-0.22786952709760888,-7.970412477473345,7.5146734232781265,0.5149835792653416,-7.09242624153597,8.122393400066652,0.45662169753611026,-7.434250795632176,8.347494190704396,0.1014053076505661,-7.631593332097021,7.834403947398153,0.21128526433860226,-7.5321707116846275,7.954741240361831,0.13611345291063584,-7.609937882260353,7.882164788081625,0.21131231045952467,-7.530852185099632,7.9534768060186805,0.2082266444368669,-7.533937851122289,7.950391139996023,3.257945305468964,3.378652970060507,3.3132399469980958,3.5470345301276556,3.5743898028376315,3.5864376122423325,0.5149835792653416,-7.09242624153597,8.122393400066652,0.5149835792653416,-7.09242624153597,8.122393400066652,0.3968030190546444,-7.24649397957475,8.04010001768404,0.41321033649261113,-7.225104351022939,8.05152502400816,899.4017821219633,830.6578327034159,968.1457315405106,0.012211112195655693,0.08452472594233496,-1.1479597247942
2003-03-31,1.1403851179016655,-5.066194791978014,-0.866335862818103,-8.624972757713232,6.892301032077027,-0.5584607596607833,-8.187238119145043,7.070316599823477,0.59798386664124,-7.3114421582544304,8.507409891536911,-0.982780933380127,-8.73411841991621,6.768556553155957,-0.4523984223044433,-8.21444286375723,7.309646019148342,-0.5543622664089363,-8.318695295161012,7.209970762343139,-0.45801756135281946,-8.21879778907206,7.30276266636642,-0.453703226657276,-8.214483454376516,7.3070770010619635,3.2671065475217986,3.3865553833089974,3.3210179967392484,3.5753351270144895,3.604958012453823,3.6124690965853414,-0.5584607596607833,-8.187238119145043,7.070316599823477,-0.5584607596607833,-8.187238119145043,7.070316599823477,-0.6814355356335238,-8.345732781045616,6.982861709778568,-0.6647190671396144,-8.324187947959672,6.994749813680444,831.345569995677,767.628774374643,895.0623656167111,0.011475709490827699,0.08537434452374881,-1.1705080436059538
2003-04-30,4.9991406703177255,2.863175325715879,0.6583569334935601,-7.096675495127053,8.413389362114174,0.8903727641106562,-6.73680940870735,8.517554936928661,0.82523445151517,-7.080507108963223,8.730976011993564,0.3031507134437561,-7.445062904905162,8.051364331792675,0.6692787156407857,-7.089763729425697,8.428321160707268,0.6275466342219566,-7.133896182028101,8.388989450472014,0.6694220369671419,-7.0883708802806,8.427214954214884,0.670114709806075,-7.087678207441667,8.427907627053816,3.2664333314221583,3.385264544145143,3.3196906693135286,3.5670335744223776,3.596403412976139,3.604303043218807,0.8903727641106562,-6.73680940870735,8.517554936928661,0.8903727641106562,-6.73680940870735,8.517554936928661,0.7191273110257761,-6.943350002197672,8.381604624249224,0.7421537122662472,-6.915577664348818,8.399885088881312,852.7402916087211,787.3992602234874,918.0813229939548,0.011363913250532749,0.08493481181069029,-1.1667808740162013
2003-05-31,5.031757049843311,6.722685395772742,0.45135173839945336,-7.307539498120661,8.210242974919568,0.7545514995177498,-6.874816310892528,8.383919309928027,0.5894334293997745,-7.320433972592902,8.49930083139245,0.5038806796073914,-7.25040546281592,8.258166822030702,0.5748043367310922,-7.188298811105502,8.337907484567687,0.5472751217998584,-7.2184910468547905,8.313041290454507,0.5754503931776674,-7.186387468452039,8.337288254807374,0.5742073369752249,-7.187630524654481,8.33604519860493,3.267379289861865,3.3870699483513316,3.3223083249184713,3.5800514359014186,3.6072240791656354,3.6150803625721215,0.7545514995177498,-6.874816310892528,8.383919309928027,0.7545514995177498,-6.874816310892528,8.383919309928027,0.6829309723610735,-6.98212793601388,8.347989880736026,0.6929498799757079,-6.9671162445233215,8.353016004474737,896.1290931264473,827.4402702432188,964.8179160096757,0.011641733467664372,0.08482178160336107,-1.1606998464125877
