,observed_sp_500_returns,forecast_randomwalk,forecast_engle_granger,lower_bound_engle_granger,upper_bound_engle_granger,adf_output,rsquared_step2,coefficients_of_eps_t_1__step2
2013-01-30,1.622709373718756,2.298251799806771,-1.102688889625492,-9.786807334611279,7.581429555360295,0.0005554339510811966,0.44468856580935834,0.011099963446790442
2013-01-31,0.9158896626469293,3.1833483664528175,-2.5368339463379,-11.220835416119602,6.147167523443802,0.0005410267068998296,0.4446747233773385,0.010564861882116373
2013-02-01,-1.720746724433031,-2.0999964311163355,-3.243557554126177,-11.92752296514288,5.440407856890525,0.000525019304261865,0.44464828177141424,0.009887598051419857
2013-02-04,-4.587544108429675,11.389423815438645,-1.3537762509251037,-10.037532729338821,7.3299802274886146,0.0005235550713866662,0.44464685638454926,0.009580541385282899
2013-02-05,5.053346256935765,-7.517291361430651,2.6962404917488016,-5.987453587013114,11.379934570510716,0.0005487220539650999,0.44465007125866385,0.010184685382966279
2013-02-06,-0.655659250634244,11.633820175602786,-1.8260463688026785,-10.509589810123497,6.8574970725181394,0.0005411925676968332,0.44466966439477895,0.009709170055948148
2013-02-07,1.1528969269137157,-4.358016638009381,-1.0762467044412736,-9.759564176788171,7.607070767905623,0.0005380228751805542,0.4446671061927666,0.009462511582340492
2013-02-08,-1.4141003318479228,9.12857796979483,-2.024571784777434,-10.70772809373584,6.658584524180972,0.0005312015488843704,0.4446572885273692,0.009001653165607644
2013-02-11,5.452990531570734,8.636741577257748,-0.5782565235432369,-9.261168955644633,8.10465590855816,0.0005343214580128215,0.4446590907278474,0.008858293803900208
2013-02-12,1.2354036543174018,7.3808828052346716,-5.311209311932393,-13.994526707506099,3.3721080836413133,0.000510396499344081,0.44461297065319894,0.00767393208854426
2013-02-13,4.205835878026232,2.6671200282496432,-5.860000799038407,-14.543839820094856,2.8238382220180407,0.00048813741194591117,0.44451605417748796,0.006380390912770619
2013-02-14,-2.545245542379604,-0.5717789905176041,-8.944148931238328,-17.62956241606357,-0.2587354464130822,0.00045585287082735123,0.44430492765032636,0.004386390777266344
2013-02-15,-10.051342617046188,-7.9175324404302145,-5.319307883413069,-14.005207863376238,3.3665920965501,0.00044452652403475514,0.44421909134998394,0.0031199357457018847
2013-02-19,4.744955707420484,-8.563314027617942,4.337876129088936,-4.348176513576957,13.023928771754829,0.0004745434220647039,0.44429775198359966,0.003976644017518308
2013-02-20,8.273489761023534,12.028336012245283,-0.07017236531187532,-8.755977400226929,8.61563266960318,0.0004814863521286963,0.44432590829725926,0.003892198622852115
2013-02-21,-12.158664308099265,5.535191884337015,-7.292110511624727,-15.97891864134186,1.3946976180924056,0.0004559629800147121,0.4442526743075894,0.0024347250287338404
2013-02-22,1.368211511897055,-1.128380943605796,4.582591315747904,-4.104392580172537,13.269575211668347,0.0004865432692178205,0.44438844936472044,0.003243926324556331
2013-02-25,4.110070853694392,-1.679849523610791,2.7713702178733755,-5.915549075150183,11.458289510896934,0.0005108609261166177,0.44436696359216477,0.0037721568550552753
2013-02-26,2.3238048858756244,5.25601629994067,-0.9029268978333704,-9.589627885872849,7.783774090206108,0.000509956101575585,0.4443841963372066,0.0035388257464679593
2013-02-27,-1.8457010622172199,3.482835071540383,-2.6362375069353607,-11.322875378630268,6.050400364759547,0.0004997245551705498,0.4443669764530357,0.0030052700967566747
2013-02-28,-0.9571829365432549,-2.3528999677389413,-0.6332605695684359,-9.319659166235894,8.053138027099024,0.0005015580823840999,0.444370031878348,0.0028647873933315892
2013-03-01,2.6996045031128624,-11.16651775963665,0.29393599193413955,-8.392213991117181,8.98008597498546,0.0005079327565576646,0.4443710314787236,0.0029073010156444833
2013-03-04,-1.1694338265632709,-0.39272829496430495,-2.001800222438428,-10.687803895139101,6.684203450262245,0.0005015211971543296,0.4443668533751778,0.0025059857490458744
2013-03-05,-9.05236865354686,-0.17224237645921558,-0.6764217814264974,-9.362187462624853,8.009343899771856,0.0005026977849465212,0.44436709249929773,0.0023616255054510656
2013-03-06,12.303272441501889,-9.531842684581083,7.774997155584147,-0.9117803423594708,16.461774653527765,0.000550799828020264,0.4443112095265701,0.003701666829293432
2013-03-07,-3.821758499017225,15.481753792091572,-4.585814846716305,-13.272710670694382,4.101080977261772,0.0005269424118063633,0.44445704150760645,0.002950811617520562
2013-03-08,-0.44603493758472723,-0.04063514968682869,-0.3673712621344065,-9.054027141343512,8.319284617074699,0.0005273538822116836,0.4444746664497443,0.0028140598438825774
2013-03-11,-1.6905794778910632,-1.6454236093878027,0.43515076447658974,-8.251254802848283,9.121556331801465,0.000531306070791394,0.4444749385992599,0.002817073777392407
2013-03-12,4.309467285726232,-6.498586109358359,1.8268754354932053,-6.859361024654337,10.513111895640748,0.0005435294453041254,0.44446831740110304,0.0031542696040282956
2013-03-13,-10.030445228427443,12.044328182450604,-2.352032119798827,-11.038129068660076,6.334064829062423,0.0005307433253626045,0.44447761080470183,0.0027412230083357185
2013-03-14,10.125873290943144,-16.802461298860315,7.027061833556447,-1.6598454996905474,15.713969166803441,0.0005722640399595554,0.44447141246195965,0.003991458098065602
2013-03-15,-3.945187510182979,7.151399243110681,-2.5497829909875627,-11.2366126777898,6.137046695814675,0.0005527842608456692,0.44457982341361046,0.0034749991165796594
2013-03-18,2.4499276835967976,-8.191998082216529,1.4123323404293764,-7.274282021898786,10.098946702757539,0.0005586062548217061,0.4445955309420929,0.0036844392415667504
2013-03-19,-3.3609048725526947,6.179508767565837,-1.1151972882615588,-9.801580684475312,7.571186107952194,0.0005494691486940401,0.444600562136946,0.003511273037477605
2013-03-20,4.769898586669097,3.2193267083415744,2.3568747136304857,-6.329349099449033,11.043098526710004,0.0005572967501685706,0.44460364316363776,0.003846709016728322
2013-03-21,-10.24172750450587,3.902077541712315,-2.3960962985392698,-11.082174571828176,6.289981974749637,0.0005430724313737608,0.44461901786862845,0.0034694314423094636
2013-03-22,6.633851803602209,-9.093591743745488,7.102399502935132,-1.5845357657386234,15.789334771608887,0.0005779996455239861,0.4446122862665155,0.004650664699852447
2013-03-25,-4.5826278784145025,8.77636108802201,0.377022898665631,-8.309666033593327,9.06371183092459,0.000574634077354255,0.4446675952326783,0.004710859266436579
2013-03-26,9.14403082419053,4.431674840691958,4.792919180020084,-3.8939618429801133,13.47980020302028,0.0005921251380423797,0.4446382016053503,0.005459525365049114
2013-03-27,-6.953436830684012,0.2811921752351889,-4.106143869936734,-12.793115101554605,4.580827361681138,0.0005620769592123674,0.4447009228151545,0.004792102713395151
