random_walk,engle_granger
80.7334198068999,17.544991385025416
2.4234896296280604,1.6768281876115276
1.9050760748059024,0.47863907502649866
21.271574518072836,22.428739704730575
1.1781666344560842,0.7833901962752257
2.180129995084334,0.10612159263703426
0.9721663615508389,0.9047731099764234
2.1674772107747997,0.29167955168713144
9.025823986171071,0.004308110717802265
0.4760668669581802,1.042546813269662
8.852270012517252,91.53729388008513
2.5524680120222905,0.27539619778517666
3.870975362321109,0.2686399760050427
1.7850384998516073,0.8772710736712084
4.209999874154946,3.2108043550901018
1.5092986639100705,0.3936843227365322
105.90540614818238,30.618308128877793
1.8752241246449675,0.41928809848122633
1.650298020577321,0.1408702987629245
1.1178503735386347,1.260917334993437
6.343069233471053,0.679102265994111
1.7940096518326234,1.3006401850359017
3.0881843480662505,3.196863794135835
1.5063129635474508,1.5314656125827208
3.47078625668131,2.5761662829921654
2.850716484549596,0.4994581779978537
1.3367243677869338,0.7461520284824144
1.6144376066101347,0.5564997678938892
6.335961655444349,1.843595651893091
0.4799523870018498,0.24612677107917916
0.8246619187485641,1.2261852917450256
32.72252235201796,16.643152833423215
2.266935614192682,0.037739118613298754
2.8882669439526722,0.9673793250220928
69.05772601040206,52.85104180320603
1.1282007162539536,1.0584752019581458
2.3880828367609848,1.3962850461341394
1.7276439977530607,0.032463215396210596
5.681387272078009,0.7219481110103741
26.52778191024899,1.1136708717735948
51.919365693630574,2.12771804171563
6.912215566518381,0.8694926670743024
4.450440622506324,2.518336168563665
6.518587797616594,1.732547668478963
1.4582966721054818,1.462386276400317
1.617360756622756,0.41090365813691726
9.798644033058874,0.6938392937224286
1.4222165721156435,1.4881532157881987
0.5773006723995829,2.1149074857899253
0.25914480029003195,2.029242666078742
2.3247603350095716,0.4002885191268966
2.6198651735478253,0.7465375331250433
0.9411448980059027,0.36121657011295655
5.1439686665699345,0.42619319827494134
1.186819599086186,0.8281802859607801
1.2972533482123805,0.2907304947003118
0.7443575163893001,1.1220066504280763
1.6532627894301708,0.8988536570256642
1.6891018808270968,0.4690061948862337
0.8074709991586886,0.58160461274463
0.8888975442743471,2.0142939945855893
0.8926640326091078,0.11669958265237526
0.4636125021691472,1.0441296994715379
5.763518642753026,0.6497080736776497
1.174172291051707,1.3426821186404694
0.7846791149983884,0.5370736322584315
7.109950239703417,2.2578265085836313
4.152943100986904,6.587442773191014
1.6748300623800851,4.7845103197203604
0.7474195819112651,0.4759772401840606
67.10851509068237,22.07138666620706
1.551562446280737,0.552107580474561
0.13397208346726286,0.8773291434137164
1.4704590969195905,4.220565575770103
0.42367141828784616,0.5868280407490587
4.521283173896412,3.072657314322814
1.0653723243426618,0.5923885010600567
2.318182287310682,2.949337604463248
2.061625215528148,0.1416433825753663
4.274541452547204,0.0865064571173289
1.2426006724917942,1.0417001035325248
0.7446497275464864,0.6064174343415654
3.7237197756847125,1.3582381505267247
9.364617781925983,3.3650539988665678
0.8178517940115384,1.4761699738504457
1.7178132415088874,0.1654623577878506
1.8351082632945082,1.2542337631814897
1.3197664565393297,0.7480652180165647
58.04169429797665,12.396783363721832
2.629224805447381,0.4961750396853771
4.087977495036098,0.8948782512744966
1.5322153198060113,1.0146597021188928
2.3507657175807926,0.212556209979664
4.377368055769776,0.3681905753395303
2.7554185110163574,1.547747564551983
3.4491608651675287,0.4427859221697644
3.666314481526594,0.5772416060368296
1.4220719416257535,0.8782450481960612
4.733316253936465,0.8274402341275398
1.0362926520817453,0.6155289897989561
2.867924140932455,0.3438798851652047
2.799260000812348,2.283636120180729
2.2823208211214556,0.2958401497703669
0.5605618698654623,1.4578810509640188
52.96901217317891,194.54069629229002
0.6980462689226954,0.5562235205948123
1.2284525338626795,3.2283981509312656
1.7356636808059978,0.011374435990912075
1.0394502293535948,0.9717008260021794
5.756620792686632,0.32778612886633574
1.669632894392858,1.0578390882487134
5.066740161082905,0.9882733293946837
1.3616018835479788,1.789529667854966
1.8659753967695374,0.3808936901115016
0.9608958822626995,0.5634805976396918
2.6436428302351365,1.6535899820356874
12.61218646295575,4.501226277643193
0.39385696797401926,1.444602931796967
3.8573499992362517,1.7924852512292377
0.8855655940573114,0.6084752782599627
1.6394128639325467,0.5325090011964697
1.4292925455289909,0.6833217674618045
1.3418782792155597,2.575912915376508
2.39715696013065,0.7317323500721339
1.4498669904365808,0.7287871087390085
3.3905887431766404,0.11901280040072613
1.5894811270139175,0.9333239960714977
21.563082405048796,12.49446294981653
3.657969848863708,1.8998208148584679
0.07864234637887409,0.432330636988974
23.602549776194927,3.9801446591786864
3.4265701408697673,0.24951221607497945
0.5663019091978522,1.058743507964997
2.2017527522618794,0.24255709551931479
0.1437894292275486,1.1002347210551542
5.895133029912563,1.0058909326591046
31.68380903234138,6.373642925154406
2.4519671714522846,0.511766765939916
2.7967174758366697,0.6891973195346127
3.747204981475027,2.3807028969731077
0.858024480001766,0.08176946765626318
2.075493060481242,0.4635051580502977
1.107085506606042,0.9939526450855605
37.52187821710569,17.741757900987206
1.0151761054790394,1.6883187481541848
0.973082441159299,3.356347821808777
1.229056379288586,3.1036806003830812
0.20061621378934563,0.24758016236754968
1.5878624705489672,0.7334072030722466
5.521638923887425,4.2147421870123845
0.71302139350301,0.0867174065738741
9.35633376331913,1.441286135743112
0.16161432415190652,1.0570250558482444
1.599401552005906,2.789385049897683
2.3813631074518735,0.5940672704134553
0.819377202770078,1.1065126583464304
2.4170726296021097,1.042694695956031
0.6666760444483335,0.24895281857992616
1.307534188034577,0.9651356953642651
2.330539843100704,0.05970575639051654
1.7465656782867702,0.9698902457199653
1.1005206732973531,7.559688241912101
1.4516161718048353,0.31137728251137387
0.3993042936132714,2.14302795982496
0.3413410821115453,0.8426573418601995
0.9107525058394922,0.625601042916009
3.864975105662283,0.33071321661033287
3.0547513197176834,1.9378115899823427
9.646022685655824,1.7095561768891356
1.0736450875914,0.47510529690243625
1.3840220487004962,0.808413332635069
2.6102348412698664,0.05895845191557947
1.8282255395531213,1.165844750353862
2.6984807903027286,0.37134832400735973
2.59358344395487,0.3602146391718794
3.080788880300614,0.7803495458793045
